time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot,wind_speed
2015-01-01 00:00,2015-01-01 00:00,7.742,0.023,0.0,0.017,1.259,0.0,0.0,0.994,8.747
2015-01-01 01:00,2015-01-01 01:00,7.768,0.029,0.0,0.016,1.259,0.0,0.0,0.973,8.576
2015-01-01 02:00,2015-01-01 02:00,7.974,0.035,0.0,0.015,1.257,0.0,0.0,0.936,9.216
2015-01-01 03:00,2015-01-01 03:00,8.486,0.052,0.0,0.013,1.255,0.0,0.0,0.928,9.385
2015-01-01 04:00,2015-01-01 04:00,8.867,0.05,0.0,0.012,1.253,0.0,0.0,0.988,9.575
2015-01-01 05:00,2015-01-01 05:00,8.997,0.034,0.0,0.011,1.251,0.0,0.0,0.976,9.662
2015-01-01 06:00,2015-01-01 06:00,8.856,0.04,0.0,0.01,1.251,0.0,0.0,0.979,9.298
2015-01-01 07:00,2015-01-01 07:00,9.269,0.056,0.0,0.009,1.25,0.0,0.0,0.989,10.526
2015-01-01 08:00,2015-01-01 08:00,9.611,0.047,0.0,0.008,1.249,2.635,38.931,0.991,10.614
2015-01-01 09:00,2015-01-01 09:00,9.899,0.031,0.0,0.007,1.247,20.926,184.39,0.994,11.023
2015-01-01 10:00,2015-01-01 10:00,10.165,0.029,0.0,0.006,1.245,47.665,297.681,0.995,11.471
2015-01-01 11:00,2015-01-01 11:00,10.404,0.033,0.0,0.005,1.243,65.623,361.321,0.994,11.928
2015-01-01 12:00,2015-01-01 12:00,10.602,0.037,0.0,0.005,1.241,57.688,370.935,0.992,12.279
2015-01-01 13:00,2015-01-01 13:00,10.863,0.051,0.0,0.004,1.238,81.874,325.864,0.977,12.605
2015-01-01 14:00,2015-01-01 14:00,11.037,0.125,0.0,0.003,1.236,70.802,229.158,0.974,13.019
2015-01-01 15:00,2015-01-01 15:00,10.972,0.318,0.0,0.002,1.235,13.308,87.494,0.915,13.368
2015-01-01 16:00,2015-01-01 16:00,10.905,0.482,0.0,0.002,1.235,0.005,0.113,0.943,13.597
2015-01-01 17:00,2015-01-01 17:00,10.942,0.497,0.0,0.001,1.234,0.0,0.0,0.984,13.645
2015-01-01 18:00,2015-01-01 18:00,11.063,0.844,0.0,0.001,1.232,0.0,0.0,0.983,13.609
2015-01-01 19:00,2015-01-01 19:00,11.186,0.486,0.0,0.001,1.231,0.0,0.0,0.961,13.525
2015-01-01 20:00,2015-01-01 20:00,11.266,0.5,0.0,0.0,1.23,0.0,0.0,0.936,13.3
2015-01-01 21:00,2015-01-01 21:00,11.452,0.596,0.0,0.0,1.229,0.0,0.0,0.894,13.232
2015-01-01 22:00,2015-01-01 22:00,11.685,0.639,0.0,0.0,1.228,0.0,0.0,0.846,13.27
2015-01-01 23:00,2015-01-01 23:00,11.822,0.538,0.0,0.0,1.227,0.0,0.0,0.947,12.992
