# Renewables.ninja Weather (Point API) - 51.454, -2.597 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/London, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/London", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": "true", "header": "true", "lat": "51.4538022", "lon": "-2.5972985", "date_from": "2017-01-01", "date_to": "2017-12-31", "dataset": "merra2", "var_t2m": "true", "var_prectotland": "true", "var_precsnoland": "true", "var_snomas": "true", "var_rhoa": "true", "var_swgdn": "true", "var_swtdn": "true", "var_cldtot": "true"}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2017-01-02 14:00,2017-01-02 14:00,3.393,0,0,0.014,1.284,135.961,231.962,0.010
2017-01-02 15:00,2017-01-02 15:00,1.369,0,0,0.014,1.285,42.564,90.186,0.008
2017-01-02 16:00,2017-01-02 16:00,-0.480,0,0,0.014,1.286,0.044,0.207,0.007
2017-01-02 17:00,2017-01-02 17:00,-0.917,0,0,0.014,1.288,0,0,0.010
2017-01-02 18:00,2017-01-02 18:00,-1.222,0,0,0.014,1.289,0,0,0.011
2017-01-02 19:00,2017-01-02 19:00,-1.430,0,0,0.014,1.289,0,0,0.009
2017-01-02 20:00,2017-01-02 20:00,-1.522,0,0,0.014,1.290,0,0,0.007
2017-01-02 21:00,2017-01-02 21:00,-1.506,0,0,0.014,1.291,0,0,0.005
2017-01-02 22:00,2017-01-02 22:00,-1.498,0,0,0.014,1.291,0,0,0.005
2017-01-02 23:00,2017-01-02 23:00,-1.518,0,0,0.014,1.292,0,0,0.010
2017-01-03 00:00,2017-01-03 00:00,-1.552,0,0,0.014,1.292,0,0,0.032
2017-01-03 01:00,2017-01-03 01:00,-1.536,0,0,0.014,1.292,0,0,0.058
2017-01-03 02:00,2017-01-03 02:00,-1.451,0,0,0.014,1.292,0,0,0.089
2017-01-03 03:00,2017-01-03 03:00,-1.258,0.001,0.001,0.014,1.292,0,0,0.116
2017-01-03 04:00,2017-01-03 04:00,-1.024,0.002,0.002,0.015,1.290,0,0,0.145
2017-01-03 05:00,2017-01-03 05:00,-0.729,0.003,0.002,0.015,1.289,0,0,0.184
2017-01-03 06:00,2017-01-03 06:00,-0.396,0.004,0.002,0.015,1.287,0,0,0.239
2017-01-03 07:00,2017-01-03 07:00,-0.079,0.005,0.002,0.016,1.285,0,0,0.271
2017-01-03 08:00,2017-01-03 08:00,0.335,0.004,0.002,0.016,1.284,13.810,42.075,0.273
2017-01-03 09:00,2017-01-03 09:00,2.075,0.002,0,0.016,1.282,83.582,189.140,0.256
2017-01-03 10:00,2017-01-03 10:00,4.021,0.001,0,0.016,1.279,162.329,302.558,0.240
2017-01-03 11:00,2017-01-03 11:00,5.107,0.001,0,0.015,1.275,231.169,366.321,0.329
2017-01-03 12:00,2017-01-03 12:00,5.681,0.001,0,0.014,1.272,245.386,375.952,0.320
2017-01-03 13:00,2017-01-03 13:00,5.545,0.001,0,0.013,1.271,187.385,330.864,0.812
2017-01-03 14:00,2017-01-03 14:00,4.703,0.002,0,0.013,1.272,93.033,234.096,0.743
2017-01-03 15:00,2017-01-03 15:00,2.986,0.002,0,0.012,1.273,39.727,92.222,0.409
2017-01-03 16:00,2017-01-03 16:00,1.286,0.002,0,0.012,1.275,0.061,0.289,0.476
2017-01-03 17:00,2017-01-03 17:00,1.099,0.003,0,0.012,1.277,0,0,0.718
2017-01-03 18:00,2017-01-03 18:00,0.934,0,0,0.012,1.278,0,0,0.671
2017-01-03 19:00,2017-01-03 19:00,1.645,0.001,0,0.012,1.278,0,0,0.631
2017-01-03 20:00,2017-01-03 20:00,2.619,0.002,0,0.012,1.277,0,0,0.638
2017-01-03 21:00,2017-01-03 21:00,3.193,0.004,0,0.012,1.276,0,0,0.608
2017-01-03 22:00,2017-01-03 22:00,3.352,0.003,0,0.011,1.275,0,0,0.506
2017-01-03 23:00,2017-01-03 23:00,3.421,0.003,0,0.011,1.274,0,0,0.542
2017-01-04 00:00,2017-01-04 00:00,3.564,0.003,0,0.011,1.274,0,0,0.619
2017-01-04 01:00,2017-01-04 01:00,3.780,0.003,0,0.011,1.273,0,0,0.657
2017-01-04 02:00,2017-01-04 02:00,4.003,0.003,0,0.010,1.272,0,0,0.607
2017-01-04 03:00,2017-01-04 03:00,4.071,0.004,0,0.010,1.270,0,0,0.522
2017-01-04 04:00,2017-01-04 04:00,4.323,0.003,0,0.009,1.269,0,0,0.563
2017-01-04 05:00,2017-01-04 05:00,4.809,0.003,0,0.009,1.267,0,0,0.617
2017-01-04 06:00,2017-01-04 06:00,4.960,0.003,0,0.009,1.266,0,0,0.607
2017-01-04 07:00,2017-01-04 07:00,4.867,0.002,0,0.008,1.267,0,0,0.462
2017-01-04 08:00,2017-01-04 08:00,4.534,0.002,0,0.008,1.267,11.775,43.569,0.286
2017-01-04 09:00,2017-01-04 09:00,5.243,0.002,0,0.008,1.267,82.166,191.384,0.219
2017-01-04 10:00,2017-01-04 10:00,6.199,0.002,0,0.007,1.265,157.605,304.931,0.160
2017-01-04 11:00,2017-01-04 11:00,7.186,0.002,0,0.007,1.261,213.133,368.696,0.129
2017-01-04 12:00,2017-01-04 12:00,7.876,0.002,0,0.006,1.257,219.640,378.327,0.111
2017-01-04 13:00,2017-01-04 13:00,8.092,0.002,0,0.006,1.256,193.045,333.239,0.164
2017-01-04 14:00,2017-01-04 14:00,7.561,0.004,0,0.006,1.256,121.909,236.346,0.125
2017-01-04 15:00,2017-01-04 15:00,5.349,0.002,0,0.006,1.258,39.070,94.433,0.115
2017-01-04 16:00,2017-01-04 16:00,3.409,0.001,0,0.006,1.261,0.068,0.410,0.085
2017-01-04 17:00,2017-01-04 17:00,2.525,0,0,0.006,1.266,0,0,0.067
2017-01-04 18:00,2017-01-04 18:00,1.566,0,0,0.006,1.273,0,0,0.047
2017-01-04 19:00,2017-01-04 19:00,0.553,0,0,0.006,1.279,0,0,0.012
2017-01-04 20:00,2017-01-04 20:00,-0.297,0,0,0.006,1.284,0,0,0.007
2017-01-04 21:00,2017-01-04 21:00,-0.971,0,0,0.006,1.288,0,0,0.005
2017-01-04 22:00,2017-01-04 22:00,-1.546,0,0,0.006,1.291,0,0,0.006
2017-01-04 23:00,2017-01-04 23:00,-1.998,0,0,0.006,1.294,0,0,0.007
2017-01-05 00:00,2017-01-05 00:00,-2.287,0,0,0.006,1.296,0,0,0.005
2017-01-05 01:00,2017-01-05 01:00,-2.469,0,0,0.006,1.298,0,0,0.004
2017-01-05 02:00,2017-01-05 02:00,-2.593,0,0,0.006,1.300,0,0,0.005
2017-01-05 03:00,2017-01-05 03:00,-2.693,0,0,0.006,1.302,0,0,0.006
2017-01-05 04:00,2017-01-05 04:00,-2.792,0,0,0.006,1.303,0,0,0.017
2017-01-05 05:00,2017-01-05 05:00,-2.874,0,0,0.006,1.305,0,0,0.062
2017-01-05 06:00,2017-01-05 06:00,-2.918,0,0,0.006,1.306,0,0,0.271
2017-01-05 07:00,2017-01-05 07:00,-2.922,0,0,0.006,1.308,0,0,0.433
2017-01-05 08:00,2017-01-05 08:00,-2.550,0,0,0.006,1.309,18.472,45.214,0.320
2017-01-05 09:00,2017-01-05 09:00,-0.664,0,0,0.006,1.309,104.388,193.759,0.185
2017-01-05 10:00,2017-01-05 10:00,0.466,0,0,0.006,1.306,192.242,307.421,0.106
2017-01-05 11:00,2017-01-05 11:00,1.537,0,0,0.006,1.301,247.962,371.216,0.024
2017-01-05 12:00,2017-01-05 12:00,2.554,0,0,0.006,1.296,256.095,380.827,0.011
2017-01-05 13:00,2017-01-05 13:00,3.054,0,0,0.005,1.292,219.590,335.739,0.009
2017-01-05 14:00,2017-01-05 14:00,2.366,0,0,0.005,1.291,143.737,238.840,0.007
2017-01-05 15:00,2017-01-05 15:00,0.318,0,0,0.005,1.291,46.716,96.781,0.147
2017-01-05 16:00,2017-01-05 16:00,-0.963,0,0,0.005,1.293,0.128,0.556,0.751
2017-01-05 17:00,2017-01-05 17:00,-1.279,0,0,0.005,1.294,0,0,0.944
2017-01-05 18:00,2017-01-05 18:00,-1.419,0,0,0.005,1.295,0,0,0.946
2017-01-05 19:00,2017-01-05 19:00,-1.385,0,0,0.005,1.295,0,0,0.948
2017-01-05 20:00,2017-01-05 20:00,-1.154,0.001,0.001,0.005,1.296,0,0,0.950
2017-01-05 21:00,2017-01-05 21:00,-0.927,0.001,0.001,0.005,1.296,0,0,0.950
2017-01-05 22:00,2017-01-05 22:00,-0.680,0.002,0.001,0.005,1.296,0,0,0.953
2017-01-05 23:00,2017-01-05 23:00,-0.409,0.002,0.002,0.005,1.295,0,0,0.966
2017-01-06 00:00,2017-01-06 00:00,-0.116,0.002,0.001,0.006,1.293,0,0,0.925
2017-01-06 01:00,2017-01-06 01:00,-0.120,0.002,0.002,0.006,1.291,0,0,0.770
2017-01-06 02:00,2017-01-06 02:00,-0.148,0.002,0.002,0.006,1.289,0,0,0.620
2017-01-06 03:00,2017-01-06 03:00,-0.017,0.002,0.002,0.006,1.287,0,0,0.689
2017-01-06 04:00,2017-01-06 04:00,0.189,0.001,0.001,0.006,1.287,0,0,0.896
2017-01-06 05:00,2017-01-06 05:00,0.542,0.001,0.001,0.006,1.286,0,0,0.953
2017-01-06 06:00,2017-01-06 06:00,0.911,0.001,0,0.006,1.285,0,0,0.959
2017-01-06 07:00,2017-01-06 07:00,1.441,0.003,0,0.006,1.285,0,0,0.981
2017-01-06 08:00,2017-01-06 08:00,2.591,0.009,0,0.007,1.284,7.063,46.989,0.988
2017-01-06 09:00,2017-01-06 09:00,3.377,0.015,0,0.006,1.285,33.723,196.321,0.988
2017-01-06 10:00,2017-01-06 10:00,3.990,0.035,0,0.006,1.284,54.557,310.056,0.978
2017-01-06 11:00,2017-01-06 11:00,4.508,0.090,0,0.006,1.281,68.486,373.946,0.972
2017-01-06 12:00,2017-01-06 12:00,4.777,0.209,0,0.006,1.279,70.229,383.577,0.967
2017-01-06 13:00,2017-01-06 13:00,4.642,0.424,0,0.006,1.279,57.819,338.381,0.987
2017-01-06 14:00,2017-01-06 14:00,4.269,0.610,0,0.005,1.279,24.783,241.465,0.996
2017-01-06 15:00,2017-01-06 15:00,4.103,0.559,0,0.005,1.279,5.825,99.281,0.998
2017-01-06 16:00,2017-01-06 16:00,4.149,0.372,0,0.005,1.278,0.007,0.755,0.996
2017-01-06 17:00,2017-01-06 17:00,4.669,0.265,0,0.005,1.276,0,0,0.993
2017-01-06 18:00,2017-01-06 18:00,5.340,0.243,0,0.005,1.273,0,0,0.993
2017-01-06 19:00,2017-01-06 19:00,5.767,0.297,0,0.005,1.270,0,0,0.991
2017-01-06 20:00,2017-01-06 20:00,6.111,0.472,0,0.004,1.268,0,0,0.990
2017-01-06 21:00,2017-01-06 21:00,6.669,0.561,0,0.004,1.265,0,0,0.994
2017-01-06 22:00,2017-01-06 22:00,7.207,0.566,0,0.004,1.263,0,0,0.998
2017-01-06 23:00,2017-01-06 23:00,7.557,0.677,0,0.004,1.261,0,0,0.997
2017-01-07 00:00,2017-01-07 00:00,7.938,0.514,0,0.004,1.258,0,0,0.996
2017-01-07 01:00,2017-01-07 01:00,8.030,0.242,0,0.004,1.257,0,0,0.983
2017-01-07 02:00,2017-01-07 02:00,8.033,0.145,0,0.003,1.256,0,0,0.855
2017-01-07 03:00,2017-01-07 03:00,7.852,0.107,0,0.003,1.256,0,0,0.722
2017-01-07 04:00,2017-01-07 04:00,7.471,0.087,0,0.003,1.256,0,0,0.688
2017-01-07 05:00,2017-01-07 05:00,7.179,0.076,0,0.003,1.256,0,0,0.685
2017-01-07 06:00,2017-01-07 06:00,6.966,0.076,0,0.003,1.256,0,0,0.705
2017-01-07 07:00,2017-01-07 07:00,6.831,0.056,0,0.003,1.256,0,0,0.730
2017-01-07 08:00,2017-01-07 08:00,6.951,0.039,0,0.003,1.257,8.352,48.916,0.748
2017-01-07 09:00,2017-01-07 09:00,7.968,0.032,0,0.003,1.258,50.072,199.009,0.738
2017-01-07 10:00,2017-01-07 10:00,9.097,0.027,0,0.002,1.257,90.615,312.903,0.731
2017-01-07 11:00,2017-01-07 11:00,9.647,0.027,0,0.002,1.256,115.835,376.821,0.743
2017-01-07 12:00,2017-01-07 12:00,9.991,0.026,0,0.002,1.254,112.177,386.452,0.818
2017-01-07 13:00,2017-01-07 13:00,10.107,0.031,0,0.002,1.253,85.391,341.256,0.832
2017-01-07 14:00,2017-01-07 14:00,9.751,0.037,0,0.002,1.253,53.737,244.221,0.819
2017-01-07 15:00,2017-01-07 15:00,8.694,0.049,0,0.002,1.253,14.734,101.966,0.831
2017-01-07 16:00,2017-01-07 16:00,8.067,0.067,0,0.002,1.254,0.041,0.994,0.850
2017-01-07 17:00,2017-01-07 17:00,7.929,0.081,0,0.002,1.255,0,0,0.831
2017-01-07 18:00,2017-01-07 18:00,7.762,0.070,0,0.002,1.255,0,0,0.793
2017-01-07 19:00,2017-01-07 19:00,7.632,0.072,0,0.002,1.256,0,0,0.750
2017-01-07 20:00,2017-01-07 20:00,7.579,0.060,0,0.001,1.256,0,0,0.760
2017-01-07 21:00,2017-01-07 21:00,7.637,0.042,0,0.001,1.257,0,0,0.757
2017-01-07 22:00,2017-01-07 22:00,7.496,0.029,0,0.001,1.257,0,0,0.704
2017-01-07 23:00,2017-01-07 23:00,7.196,0.025,0,0.001,1.257,0,0,0.647
2017-01-08 00:00,2017-01-08 00:00,6.968,0.030,0,0.001,1.257,0,0,0.654
2017-01-08 01:00,2017-01-08 01:00,6.891,0.037,0,0.001,1.257,0,0,0.671
2017-01-08 02:00,2017-01-08 02:00,6.825,0.046,0,0.001,1.258,0,0,0.662
2017-01-08 03:00,2017-01-08 03:00,6.785,0.064,0,0.001,1.258,0,0,0.690
2017-01-08 04:00,2017-01-08 04:00,6.682,0.058,0,0.001,1.258,0,0,0.708
2017-01-08 05:00,2017-01-08 05:00,6.828,0.040,0,0.001,1.259,0,0,0.691
2017-01-08 06:00,2017-01-08 06:00,6.922,0.032,0,0.001,1.259,0,0,0.602
2017-01-08 07:00,2017-01-08 07:00,6.929,0.029,0,0.001,1.260,0,0,0.567
2017-01-08 08:00,2017-01-08 08:00,7.037,0.024,0,0.001,1.261,11.259,51.003,0.572
2017-01-08 09:00,2017-01-08 09:00,7.547,0.025,0,0.001,1.262,60.974,201.884,0.547
2017-01-08 10:00,2017-01-08 10:00,8.333,0.025,0,0.001,1.263,114.142,315.806,0.578
2017-01-08 11:00,2017-01-08 11:00,8.802,0.027,0,0.001,1.261,144.287,379.839,0.650
2017-01-08 12:00,2017-01-08 12:00,9.527,0.026,0,0.001,1.257,136.983,389.576,0.684
2017-01-08 13:00,2017-01-08 13:00,9.902,0.026,0,0.001,1.255,120.830,344.256,0.674
2017-01-08 14:00,2017-01-08 14:00,9.590,0.023,0,0.001,1.254,72.416,247.166,0.663
2017-01-08 15:00,2017-01-08 15:00,8.524,0.020,0,0.001,1.254,24.791,104.783,0.669
2017-01-08 16:00,2017-01-08 16:00,7.612,0.021,0,0.001,1.255,0.142,1.290,0.622
2017-01-08 17:00,2017-01-08 17:00,7.123,0.018,0,0.001,1.257,0,0,0.595
2017-01-08 18:00,2017-01-08 18:00,6.764,0.027,0,0.001,1.258,0,0,0.595
2017-01-08 19:00,2017-01-08 19:00,6.531,0.032,0,0.001,1.258,0,0,0.648
2017-01-08 20:00,2017-01-08 20:00,6.427,0.043,0,0.001,1.258,0,0,0.700
2017-01-08 21:00,2017-01-08 21:00,6.412,0.058,0,0.001,1.258,0,0,0.747
2017-01-08 22:00,2017-01-08 22:00,6.555,0.065,0,0.001,1.258,0,0,0.767
2017-01-08 23:00,2017-01-08 23:00,6.772,0.067,0,0.001,1.256,0,0,0.712
2017-01-09 00:00,2017-01-09 00:00,6.932,0.060,0,0.001,1.254,0,0,0.675
2017-01-09 01:00,2017-01-09 01:00,7.336,0.048,0,0.001,1.253,0,0,0.646
2017-01-09 02:00,2017-01-09 02:00,7.502,0.037,0,0.001,1.253,0,0,0.541
2017-01-09 03:00,2017-01-09 03:00,7.503,0.030,0,0.001,1.253,0,0,0.517
2017-01-09 04:00,2017-01-09 04:00,7.542,0.027,0,0.001,1.253,0,0,0.844
2017-01-09 05:00,2017-01-09 05:00,7.655,0.018,0,0.001,1.253,0,0,0.964
2017-01-09 06:00,2017-01-09 06:00,7.589,0.010,0,0.001,1.252,0,0,0.994
2017-01-09 07:00,2017-01-09 07:00,7.550,0.017,0,0.001,1.251,0,0,0.997
2017-01-09 08:00,2017-01-09 08:00,7.564,0.086,0,0,1.251,5.676,53.228,0.982
2017-01-09 09:00,2017-01-09 09:00,7.876,0.394,0,0,1.248,38.448,204.937,0.981
2017-01-09 10:00,2017-01-09 10:00,8.362,0.820,0,0,1.244,44.136,319.027,0.995
2017-01-09 11:00,2017-01-09 11:00,8.463,1.080,0,0,1.242,39.850,383.071,0.994
2017-01-09 12:00,2017-01-09 12:00,8.377,0.883,0,0,1.241,33.105,392.798,0.986
2017-01-09 13:00,2017-01-09 13:00,8.491,0.424,0,0,1.238,26.244,347.506,0.922
2017-01-09 14:00,2017-01-09 14:00,8.594,0.251,0,0,1.236,23.628,250.282,0.784
2017-01-09 15:00,2017-01-09 15:00,7.846,0.084,0,0,1.239,17.378,107.776,0.796
2017-01-09 16:00,2017-01-09 16:00,6.132,0.015,0,0,1.246,0.277,1.650,0.432
2017-01-09 17:00,2017-01-09 17:00,4.592,0.002,0,0,1.250,0,0,0.116
2017-01-09 18:00,2017-01-09 18:00,3.921,0.003,0,0,1.251,0,0,0.107
2017-01-09 19:00,2017-01-09 19:00,3.943,0.005,0,0,1.251,0,0,0.128
2017-01-09 20:00,2017-01-09 20:00,3.844,0.009,0,0,1.251,0,0,0.143
2017-01-09 21:00,2017-01-09 21:00,3.787,0.019,0,0,1.251,0,0,0.166
2017-01-09 22:00,2017-01-09 22:00,3.867,0.022,0,0,1.251,0,0,0.186
2017-01-09 23:00,2017-01-09 23:00,3.820,0.023,0,0,1.251,0,0,0.192
2017-01-10 00:00,2017-01-10 00:00,3.650,0.015,0,0,1.251,0,0,0.210
2017-01-10 01:00,2017-01-10 01:00,3.538,0.011,0,0,1.252,0,0,0.251
2017-01-10 02:00,2017-01-10 02:00,3.403,0.005,0,0,1.253,0,0,0.205
2017-01-10 03:00,2017-01-10 03:00,3.427,0.005,0,0,1.252,0,0,0.587
2017-01-10 04:00,2017-01-10 04:00,3.641,0.003,0,0,1.252,0,0,0.934
2017-01-10 05:00,2017-01-10 05:00,3.911,0.002,0,0,1.251,0,0,0.943
2017-01-10 06:00,2017-01-10 06:00,4.083,0.002,0,0,1.250,0,0,0.939
2017-01-10 07:00,2017-01-10 07:00,4.398,0.002,0,0,1.249,0,0,0.952
2017-01-10 08:00,2017-01-10 08:00,4.866,0.003,0,0,1.249,11.106,55.641,0.985
2017-01-10 09:00,2017-01-10 09:00,5.625,0.003,0,0,1.248,54.110,208.119,0.987
2017-01-10 10:00,2017-01-10 10:00,6.312,0.006,0,0,1.246,86.673,322.296,0.988
2017-01-10 11:00,2017-01-10 11:00,6.858,0.008,0,0,1.244,101.731,386.446,0.984
2017-01-10 12:00,2017-01-10 12:00,7.402,0.010,0,0,1.242,134.449,396.191,0.959
2017-01-10 13:00,2017-01-10 13:00,7.915,0.015,0,0,1.239,154.631,350.870,0.969
2017-01-10 14:00,2017-01-10 14:00,7.925,0.021,0,0,1.238,86.314,253.541,0.976
2017-01-10 15:00,2017-01-10 15:00,7.412,0.035,0,0,1.237,20.113,110.905,0.952
2017-01-10 16:00,2017-01-10 16:00,7.195,0.027,0,0,1.236,0.228,2.068,0.976
2017-01-10 17:00,2017-01-10 17:00,7.119,0.019,0,0,1.237,0,0,0.980
2017-01-10 18:00,2017-01-10 18:00,7.011,0.008,0,0,1.237,0,0,0.925
2017-01-10 19:00,2017-01-10 19:00,7.051,0.006,0,0,1.238,0,0,0.900
2017-01-10 20:00,2017-01-10 20:00,7.057,0.004,0,0,1.239,0,0,0.959
2017-01-10 21:00,2017-01-10 21:00,7.142,0.003,0,0,1.239,0,0,0.989
2017-01-10 22:00,2017-01-10 22:00,7.254,0.002,0,0,1.239,0,0,0.965
2017-01-10 23:00,2017-01-10 23:00,7.081,0.004,0,0,1.239,0,0,0.906
2017-01-11 00:00,2017-01-11 00:00,6.975,0.009,0,0,1.239,0,0,0.948
2017-01-11 01:00,2017-01-11 01:00,7.194,0.013,0,0,1.238,0,0,0.961
2017-01-11 02:00,2017-01-11 02:00,7.718,0.021,0,0,1.234,0,0,0.940
2017-01-11 03:00,2017-01-11 03:00,8.589,0.029,0,0,1.229,0,0,0.800
2017-01-11 04:00,2017-01-11 04:00,9.369,0.026,0,0,1.225,0,0,0.805
2017-01-11 05:00,2017-01-11 05:00,9.582,0.021,0,0,1.224,0,0,0.944
2017-01-11 06:00,2017-01-11 06:00,8.945,0.010,0,0,1.228,0,0,0.668
2017-01-11 07:00,2017-01-11 07:00,7.894,0.003,0,0,1.233,0,0,0.391
2017-01-11 08:00,2017-01-11 08:00,7.189,0.001,0,0,1.237,22.179,58.221,0.173
2017-01-11 09:00,2017-01-11 09:00,7.406,0,0,0,1.239,113.635,211.445,0.061
2017-01-11 10:00,2017-01-11 10:00,7.741,0,0,0,1.240,199.166,325.777,0.032
2017-01-11 11:00,2017-01-11 11:00,7.862,0,0,0,1.242,250.440,389.946,0.019
2017-01-11 12:00,2017-01-11 12:00,7.819,0,0,0,1.243,257.877,399.702,0.022
2017-01-11 13:00,2017-01-11 13:00,7.576,0,0,0,1.245,220.585,354.370,0.027
2017-01-11 14:00,2017-01-11 14:00,7.011,0,0,0,1.247,143.981,256.966,0.029
2017-01-11 15:00,2017-01-11 15:00,6.039,0,0,0,1.250,49.724,114.187,0.036
2017-01-11 16:00,2017-01-11 16:00,4.965,0,0,0,1.253,0.555,2.570,0.101
2017-01-11 17:00,2017-01-11 17:00,4.521,0,0,0,1.255,0,0,0.672
2017-01-11 18:00,2017-01-11 18:00,4.640,0,0,0,1.256,0,0,0.962
2017-01-11 19:00,2017-01-11 19:00,4.915,0,0,0,1.255,0,0,0.988
2017-01-11 20:00,2017-01-11 20:00,5.130,0,0,0,1.254,0,0,0.987
2017-01-11 21:00,2017-01-11 21:00,5.287,0,0,0,1.253,0,0,0.967
2017-01-11 22:00,2017-01-11 22:00,5.301,0.001,0,0,1.253,0,0,0.918
2017-01-11 23:00,2017-01-11 23:00,5.243,0.002,0,0,1.253,0,0,0.767
