time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot,wind_speed
2024-01-01 00:00,2024-01-01 00:00,7.411,0.031,0.0,0.0,1.221,0.0,0.0,0.809,12.833
2024-01-01 01:00,2024-01-01 01:00,7.327,0.034,0.0,0.0,1.223,0.0,0.0,0.865,12.518
2024-01-01 02:00,2024-01-01 02:00,7.198,0.021,0.0,0.0,1.225,0.0,0.0,0.938,11.961
2024-01-01 03:00,2024-01-01 03:00,6.838,0.012,0.0,0.0,1.227,0.0,0.0,0.953,11.206
2024-01-01 04:00,2024-01-01 04:00,6.51,0.005,0.0,0.0,1.229,0.0,0.0,0.954,10.473
2024-01-01 05:00,2024-01-01 05:00,6.329,0.001,0.0,0.0,1.23,0.0,0.0,0.977,9.753
2024-01-01 06:00,2024-01-01 06:00,6.085,0.0,0.0,0.0,1.231,0.0,0.0,0.989,8.624
2024-01-01 07:00,2024-01-01 07:00,5.733,0.0,0.0,0.0,1.232,0.0,0.0,0.96,7.74
2024-01-01 08:00,2024-01-01 08:00,5.674,0.0,0.0,0.0,1.233,8.002,38.664,0.883,7.57
2024-01-01 09:00,2024-01-01 09:00,6.408,0.002,0.0,0.0,1.232,40.829,183.952,0.947,7.261
2024-01-01 10:00,2024-01-01 10:00,7.064,0.011,0.0,0.0,1.231,67.955,297.183,0.991,6.639
2024-01-01 11:00,2024-01-01 11:00,7.515,0.056,0.0,0.0,1.229,71.299,360.85,0.993,6.482
2024-01-01 12:00,2024-01-01 12:00,7.656,0.258,0.0,0.0,1.227,54.381,370.452,0.991,6.728
2024-01-01 13:00,2024-01-01 13:00,7.72,0.597,0.0,0.0,1.225,37.686,325.381,0.995,7.341
2024-01-01 14:00,2024-01-01 14:00,7.852,1.007,0.0,0.0,1.222,20.735,228.725,0.994,8.159
2024-01-01 15:00,2024-01-01 15:00,8.131,1.005,0.0,0.0,1.219,3.255,87.085,0.995,9.159
2024-01-01 16:00,2024-01-01 16:00,8.655,1.108,0.0,0.0,1.213,0.0,0.103,0.995,10.161
2024-01-01 17:00,2024-01-01 17:00,9.532,2.191,0.0,0.0,1.206,0.0,0.0,0.993,11.189
2024-01-01 18:00,2024-01-01 18:00,10.195,2.357,0.0,0.0,1.201,0.0,0.0,0.991,11.268
2024-01-01 19:00,2024-01-01 19:00,10.29,1.686,0.0,0.0,1.199,0.0,0.0,0.991,11.392
2024-01-01 20:00,2024-01-01 20:00,10.348,1.483,0.0,0.0,1.198,0.0,0.0,0.992,11.673
2024-01-01 21:00,2024-01-01 21:00,10.6,1.009,0.0,0.0,1.196,0.0,0.0,0.991,11.863
2024-01-01 22:00,2024-01-01 22:00,10.768,0.24,0.0,0.0,1.195,0.0,0.0,0.968,11.543
2024-01-01 23:00,2024-01-01 23:00,10.796,0.041,0.0,0.0,1.195,0.0,0.0,0.964,10.788
2024-01-02 00:00,2024-01-02 00:00,10.794,0.03,0.0,0.0,1.195,0.0,0.0,0.96,10.508
2024-01-02 01:00,2024-01-02 01:00,10.678,0.019,0.0,0.0,1.196,0.0,0.0,0.962,10.205
2024-01-02 02:00,2024-01-02 02:00,10.413,0.013,0.0,0.0,1.197,0.0,0.0,0.963,9.337
2024-01-02 03:00,2024-01-02 03:00,10.139,0.025,0.0,0.0,1.198,0.0,0.0,0.986,8.4
2024-01-02 04:00,2024-01-02 04:00,9.986,0.066,0.0,0.0,1.199,0.0,0.0,0.995,7.715
2024-01-02 05:00,2024-01-02 05:00,9.865,0.108,0.0,0.0,1.199,0.0,0.0,0.995,6.952
2024-01-02 06:00,2024-01-02 06:00,9.73,0.188,0.0,0.0,1.197,0.0,0.0,0.992,6.327
2024-01-02 07:00,2024-01-02 07:00,9.675,0.667,0.0,0.0,1.195,0.0,0.0,0.982,6.462
2024-01-02 08:00,2024-01-02 08:00,9.913,1.487,0.0,0.0,1.193,2.972,39.786,0.964,7.367
2024-01-02 09:00,2024-01-02 09:00,10.602,1.376,0.0,0.0,1.188,19.853,185.702,0.961,8.543
2024-01-02 10:00,2024-01-02 10:00,11.312,0.962,0.0,0.0,1.183,33.724,299.058,0.884,10.2
2024-01-02 11:00,2024-01-02 11:00,11.877,0.465,0.0,0.0,1.179,61.433,362.725,0.735,11.579
2024-01-02 12:00,2024-01-02 12:00,12.218,0.284,0.0,0.0,1.176,69.353,372.327,0.668,13.181
2024-01-02 13:00,2024-01-02 13:00,11.993,0.236,0.0,0.0,1.176,88.744,327.256,0.662,14.272
2024-01-02 14:00,2024-01-02 14:00,11.477,0.277,0.0,0.0,1.179,57.39,230.539,0.532,14.955
2024-01-02 15:00,2024-01-02 15:00,10.438,0.194,0.0,0.0,1.186,22.185,88.811,0.536,15.532
2024-01-02 16:00,2024-01-02 16:00,9.515,0.084,0.0,0.0,1.193,0.015,0.156,0.593,14.754
2024-01-02 17:00,2024-01-02 17:00,9.287,0.082,0.0,0.0,1.196,0.0,0.0,0.568,13.615
2024-01-02 18:00,2024-01-02 18:00,9.13,0.04,0.0,0.0,1.198,0.0,0.0,0.323,12.797
