# Renewables.ninja Weather (Point API) - 51.454, -2.597 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/London, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/London", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": "true", "header": "true", "lat": "51.4538022", "lon": "-2.5972985", "date_from": "2023-01-01", "date_to": "2023-12-31", "dataset": "merra2", "var_t2m": "true", "var_prectotland": "true", "var_precsnoland": "true", "var_snomas": "true", "var_rhoa": "true", "var_swgdn": "true", "var_swtdn": "true", "var_cldtot": "true"}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2023-01-01 00:00,2023-01-01 00:00,8.526,0.015,0,0,1.221,0,0,0.901
2023-01-01 01:00,2023-01-01 01:00,8.444,0.011,0,0,1.222,0,0,0.957
2023-01-01 02:00,2023-01-01 02:00,8.514,0.025,0,0,1.222,0,0,0.954
2023-01-01 03:00,2023-01-01 03:00,8.715,0.047,0,0,1.222,0,0,0.977
2023-01-01 04:00,2023-01-01 04:00,8.687,0.023,0,0,1.222,0,0,0.894
2023-01-01 05:00,2023-01-01 05:00,8.355,0.063,0,0,1.224,0,0,0.622
2023-01-01 06:00,2023-01-01 06:00,8.099,0.118,0,0,1.226,0,0,0.675
2023-01-01 07:00,2023-01-01 07:00,7.947,0.057,0,0,1.228,0,0,0.935
2023-01-01 08:00,2023-01-01 08:00,7.776,0.022,0,0,1.229,9.903,38.929,0.966
2023-01-01 09:00,2023-01-01 09:00,8.187,0.051,0,0,1.229,43.909,184.327,0.988
2023-01-01 10:00,2023-01-01 10:00,8.941,0.070,0,0,1.226,62.970,297.671,0.994
2023-01-01 11:00,2023-01-01 11:00,9.503,0.082,0,0,1.223,59.503,361.225,0.995
2023-01-01 12:00,2023-01-01 12:00,9.853,0.095,0,0,1.222,58.497,370.827,0.994
2023-01-01 13:00,2023-01-01 13:00,9.752,0.098,0,0,1.222,52.853,325.756,0.993
2023-01-01 14:00,2023-01-01 14:00,9.361,0.104,0,0,1.222,34.264,229.101,0.992
2023-01-01 15:00,2023-01-01 15:00,8.764,0.115,0,0,1.223,10.592,87.491,0.981
2023-01-01 16:00,2023-01-01 16:00,8.337,0.162,0,0,1.224,0.006,0.113,0.977
2023-01-01 17:00,2023-01-01 17:00,8.224,0.209,0,0,1.226,0,0,0.979
2023-01-01 18:00,2023-01-01 18:00,7.982,0.293,0,0,1.228,0,0,0.981
2023-01-01 19:00,2023-01-01 19:00,7.582,0.122,0,0,1.230,0,0,0.974
2023-01-01 20:00,2023-01-01 20:00,7.300,0.065,0,0,1.231,0,0,0.965
2023-01-01 21:00,2023-01-01 21:00,7.085,0.067,0,0,1.232,0,0,0.950
2023-01-01 22:00,2023-01-01 22:00,6.980,0.082,0,0,1.233,0,0,0.949
2023-01-01 23:00,2023-01-01 23:00,6.851,0.141,0,0,1.234,0,0,0.960
2023-01-02 00:00,2023-01-02 00:00,6.766,0.159,0,0,1.235,0,0,0.973
2023-01-02 01:00,2023-01-02 01:00,6.694,0.110,0,0,1.236,0,0,0.961
2023-01-02 02:00,2023-01-02 02:00,6.543,0.111,0,0,1.238,0,0,0.917
2023-01-02 03:00,2023-01-02 03:00,6.169,0.076,0,0,1.241,0,0,0.748
2023-01-02 04:00,2023-01-02 04:00,5.784,0.043,0,0,1.244,0,0,0.668
2023-01-02 05:00,2023-01-02 05:00,5.363,0.026,0,0,1.247,0,0,0.684
2023-01-02 06:00,2023-01-02 06:00,5.103,0.016,0,0,1.250,0,0,0.637
2023-01-02 07:00,2023-01-02 07:00,4.270,0.006,0,0,1.253,0,0,0.381
2023-01-02 08:00,2023-01-02 08:00,3.276,0.003,0,0,1.256,14.055,40.084,0.234
2023-01-02 09:00,2023-01-02 09:00,4.275,0.002,0,0,1.258,96.678,186.140,0.159
2023-01-02 10:00,2023-01-02 10:00,5.413,0.002,0,0,1.259,186.795,299.546,0.184
2023-01-02 11:00,2023-01-02 11:00,6.361,0.003,0,0,1.256,236.985,363.196,0.378
2023-01-02 12:00,2023-01-02 12:00,6.947,0.007,0,0,1.254,237.742,372.810,0.236
2023-01-02 13:00,2023-01-02 13:00,7.121,0.008,0,0,1.253,207.333,327.739,0.073
2023-01-02 14:00,2023-01-02 14:00,6.729,0.006,0,0,1.253,138.151,230.975,0.015
2023-01-02 15:00,2023-01-02 15:00,4.852,0.006,0,0,1.253,42.073,89.272,0.019
2023-01-02 16:00,2023-01-02 16:00,3.728,0.006,0,0,1.255,0.036,0.173,0.346
2023-01-02 17:00,2023-01-02 17:00,3.217,0.006,0,0,1.257,0,0,0.745
2023-01-02 18:00,2023-01-02 18:00,2.723,0.001,0,0,1.258,0,0,0.534
2023-01-02 19:00,2023-01-02 19:00,2.127,0.001,0,0,1.260,0,0,0.067
2023-01-02 20:00,2023-01-02 20:00,1.512,0,0,0,1.261,0,0,0.005
2023-01-02 21:00,2023-01-02 21:00,1.185,0.001,0,0,1.261,0,0,0.003
