# Renewables.ninja Weather (Point API) - 51.454, -2.597 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/London, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/London", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": "true", "header": "true", "lat": "51.4538022", "lon": "-2.5972985", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "merra2", "var_t2m": "true", "var_prectotland": "true", "var_precsnoland": "true", "var_snomas": "true", "var_rhoa": "true", "var_swgdn": "true", "var_swtdn": "true", "var_cldtot": "true"}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2015-01-01 00:00,2015-01-01 00:00,7.742,0.023,0,0.017,1.259,0,0,0.994
2015-01-01 01:00,2015-01-01 01:00,7.768,0.029,0,0.016,1.259,0,0,0.973
2015-01-01 02:00,2015-01-01 02:00,7.974,0.035,0,0.015,1.257,0,0,0.936
2015-01-01 03:00,2015-01-01 03:00,8.486,0.052,0,0.013,1.255,0,0,0.928
2015-01-01 04:00,2015-01-01 04:00,8.867,0.050,0,0.012,1.253,0,0,0.988
2015-01-01 05:00,2015-01-01 05:00,8.997,0.034,0,0.011,1.251,0,0,0.976
2015-01-01 06:00,2015-01-01 06:00,8.856,0.040,0,0.010,1.251,0,0,0.979
2015-01-01 07:00,2015-01-01 07:00,9.269,0.056,0,0.009,1.250,0,0,0.989
2015-01-01 08:00,2015-01-01 08:00,9.611,0.047,0,0.008,1.249,2.635,38.931,0.991
2015-01-01 09:00,2015-01-01 09:00,9.899,0.031,0,0.007,1.247,20.926,184.390,0.994
2015-01-01 10:00,2015-01-01 10:00,10.165,0.029,0,0.006,1.245,47.665,297.681,0.995
2015-01-01 11:00,2015-01-01 11:00,10.404,0.033,0,0.005,1.243,65.623,361.321,0.994
2015-01-01 12:00,2015-01-01 12:00,10.602,0.037,0,0.005,1.241,57.688,370.935,0.992
2015-01-01 13:00,2015-01-01 13:00,10.863,0.051,0,0.004,1.238,81.874,325.864,0.977
2015-01-01 14:00,2015-01-01 14:00,11.037,0.125,0,0.003,1.236,70.802,229.158,0.974
2015-01-01 15:00,2015-01-01 15:00,10.972,0.318,0,0.002,1.235,13.308,87.494,0.915
2015-01-01 16:00,2015-01-01 16:00,10.905,0.482,0,0.002,1.235,0.005,0.113,0.943
2015-01-01 17:00,2015-01-01 17:00,10.942,0.497,0,0.001,1.234,0,0,0.984
2015-01-01 18:00,2015-01-01 18:00,11.063,0.844,0,0.001,1.232,0,0,0.983
2015-01-01 19:00,2015-01-01 19:00,11.186,0.486,0,0.001,1.231,0,0,0.961
2015-01-01 20:00,2015-01-01 20:00,11.266,0.500,0,0,1.230,0,0,0.936
2015-01-01 21:00,2015-01-01 21:00,11.452,0.596,0,0,1.229,0,0,0.894
2015-01-01 22:00,2015-01-01 22:00,11.685,0.639,0,0,1.228,0,0,0.846
2015-01-01 23:00,2015-01-01 23:00,11.822,0.538,0,0,1.227,0,0,0.947
2015-01-02 00:00,2015-01-02 00:00,11.829,0.421,0,0,1.227,0,0,0.977
2015-01-02 01:00,2015-01-02 01:00,11.369,0.181,0,0,1.231,0,0,0.969
2015-01-02 02:00,2015-01-02 02:00,9.981,0.070,0,0,1.239,0,0,0.948
2015-01-02 03:00,2015-01-02 03:00,8.609,0.029,0,0,1.248,0,0,0.973
2015-01-02 04:00,2015-01-02 04:00,7.853,0.005,0,0,1.253,0,0,0.986
2015-01-02 05:00,2015-01-02 05:00,7.169,0,0,0,1.258,0,0,0.986
2015-01-02 06:00,2015-01-02 06:00,6.673,0,0,0,1.261,0,0,0.983
2015-01-02 07:00,2015-01-02 07:00,6.343,0,0,0,1.264,0,0,0.974
2015-01-02 08:00,2015-01-02 08:00,5.884,0,0,0,1.267,10.929,40.098,0.650
2015-01-02 09:00,2015-01-02 09:00,6.247,0,0,0,1.269,95.652,186.197,0.294
2015-01-02 10:00,2015-01-02 10:00,7.118,0,0,0,1.268,178.613,299.556,0.691
2015-01-02 11:00,2015-01-02 11:00,7.833,0,0,0,1.266,226.295,363.216,0.773
2015-01-02 12:00,2015-01-02 12:00,8.035,0,0,0,1.265,243.871,372.827,0.380
2015-01-02 13:00,2015-01-02 13:00,7.732,0,0,0,1.266,210.221,327.756,0.660
2015-01-02 14:00,2015-01-02 14:00,7.026,0,0,0,1.269,132.749,231.033,0.867
2015-01-02 15:00,2015-01-02 15:00,5.156,0,0,0,1.271,37.780,89.279,0.817
2015-01-02 16:00,2015-01-02 16:00,3.373,0,0,0,1.273,0.035,0.173,0.831
2015-01-02 17:00,2015-01-02 17:00,3.545,0,0,0,1.275,0,0,0.959
2015-01-02 18:00,2015-01-02 18:00,3.804,0,0,0,1.275,0,0,0.925
2015-01-02 19:00,2015-01-02 19:00,3.237,0,0,0,1.275,0,0,0.895
2015-01-02 20:00,2015-01-02 20:00,3.621,0,0,0,1.275,0,0,0.982
2015-01-02 21:00,2015-01-02 21:00,3.804,0,0,0,1.274,0,0,0.992
2015-01-02 22:00,2015-01-02 22:00,3.839,0,0,0,1.274,0,0,0.986
2015-01-02 23:00,2015-01-02 23:00,3.832,0.003,0,0,1.274,0,0,0.679
2015-01-03 00:00,2015-01-03 00:00,3.076,0.015,0,0,1.273,0,0,0.791
2015-01-03 01:00,2015-01-03 01:00,3.421,0.093,0,0,1.272,0,0,0.956
2015-01-03 02:00,2015-01-03 02:00,3.788,0.401,0,0,1.271,0,0,0.987
2015-01-03 03:00,2015-01-03 03:00,3.830,1.011,0,0,1.271,0,0,0.987
2015-01-03 04:00,2015-01-03 04:00,3.856,1.271,0,0,1.271,0,0,0.995
2015-01-03 05:00,2015-01-03 05:00,3.935,1.238,0,0,1.270,0,0,0.996
2015-01-03 06:00,2015-01-03 06:00,3.791,0.541,0,0,1.269,0,0,0.997
2015-01-03 07:00,2015-01-03 07:00,4.450,1.286,0,0,1.262,0,0,0.995
2015-01-03 08:00,2015-01-03 08:00,5.648,1.926,0,0,1.251,1.506,41.402,0.976
2015-01-03 09:00,2015-01-03 09:00,7.148,0.821,0,0,1.241,24.054,188.140,0.877
2015-01-03 10:00,2015-01-03 10:00,9.245,0.512,0.006,0.004,1.233,26.400,301.558,0.874
2015-01-03 11:00,2015-01-03 11:00,10.424,0.403,0,0.006,1.228,41.386,365.323,0.787
2015-01-03 12:00,2015-01-03 12:00,10.921,0.347,0.002,0.006,1.226,94.972,374.952,0.656
2015-01-03 13:00,2015-01-03 13:00,10.827,0.508,0.005,0.006,1.227,69.556,329.864,0.847
2015-01-03 14:00,2015-01-03 14:00,9.642,0.584,0,0.006,1.235,13.770,233.096,0.884
2015-01-03 15:00,2015-01-03 15:00,6.788,0.211,0,0.006,1.253,7.869,91.222,0.623
2015-01-03 16:00,2015-01-03 16:00,3.894,0.042,0,0.005,1.270,0.030,0.244,0.405
2015-01-03 17:00,2015-01-03 17:00,2.544,0.012,0,0.005,1.279,0,0,0.503
2015-01-03 18:00,2015-01-03 18:00,2.207,0.003,0,0.005,1.282,0,0,0.755
2015-01-03 19:00,2015-01-03 19:00,2.124,0.009,0,0.005,1.286,0,0,0.868
2015-01-03 20:00,2015-01-03 20:00,1.957,0.013,0,0.005,1.289,0,0,0.880
2015-01-03 21:00,2015-01-03 21:00,1.840,0.012,0,0.005,1.291,0,0,0.895
2015-01-03 22:00,2015-01-03 22:00,1.808,0.010,0,0.005,1.292,0,0,0.900
2015-01-03 23:00,2015-01-03 23:00,1.824,0.010,0,0.005,1.293,0,0,0.887
2015-01-04 00:00,2015-01-04 00:00,1.800,0.009,0,0.005,1.293,0,0,0.868
2015-01-04 01:00,2015-01-04 01:00,1.658,0.009,0,0.005,1.294,0,0,0.856
2015-01-04 02:00,2015-01-04 02:00,1.453,0.010,0,0.005,1.295,0,0,0.889
2015-01-04 03:00,2015-01-04 03:00,1.266,0.016,0,0.005,1.297,0,0,0.934
2015-01-04 04:00,2015-01-04 04:00,0.961,0.020,0.002,0.006,1.299,0,0,0.953
2015-01-04 05:00,2015-01-04 05:00,0.723,0.020,0.014,0.008,1.301,0,0,0.960
2015-01-04 06:00,2015-01-04 06:00,0.493,0.018,0.015,0.008,1.303,0,0,0.988
2015-01-04 07:00,2015-01-04 07:00,0.282,0.016,0.013,0.008,1.304,0,0,0.989
2015-01-04 08:00,2015-01-04 08:00,0.228,0.014,0.011,0.009,1.306,9.493,42.820,0.988
2015-01-04 09:00,2015-01-04 09:00,0.490,0.011,0.010,0.009,1.306,55.447,190.321,0.985
2015-01-04 10:00,2015-01-04 10:00,1.068,0.007,0.005,0.008,1.305,108.851,303.808,0.943
2015-01-04 11:00,2015-01-04 11:00,1.901,0.005,0.001,0.008,1.301,153.688,367.591,0.863
2015-01-04 12:00,2015-01-04 12:00,2.665,0.003,0,0.007,1.296,154.188,377.212,0.965
2015-01-04 13:00,2015-01-04 13:00,3.206,0.004,0,0.007,1.292,116.004,332.131,0.996
2015-01-04 14:00,2015-01-04 14:00,3.531,0.006,0,0.007,1.289,60.689,235.283,0.997
2015-01-04 15:00,2015-01-04 15:00,3.513,0.009,0,0.007,1.287,13.579,93.339,0.994
2015-01-04 16:00,2015-01-04 16:00,3.519,0.010,0,0.007,1.285,0.021,0.347,0.989
2015-01-04 17:00,2015-01-04 17:00,3.698,0.010,0,0.007,1.283,0,0,0.979
2015-01-04 18:00,2015-01-04 18:00,3.944,0.007,0,0.007,1.281,0,0,0.979
2015-01-04 19:00,2015-01-04 19:00,4.266,0.010,0,0.006,1.279,0,0,0.980
2015-01-04 20:00,2015-01-04 20:00,4.516,0.011,0,0.006,1.277,0,0,0.975
2015-01-04 21:00,2015-01-04 21:00,4.812,0.011,0,0.006,1.275,0,0,0.974
2015-01-04 22:00,2015-01-04 22:00,5.064,0.013,0,0.006,1.273,0,0,0.957
2015-01-04 23:00,2015-01-04 23:00,5.197,0.014,0,0.006,1.272,0,0,0.856
2015-01-05 00:00,2015-01-05 00:00,5.382,0.014,0,0.006,1.270,0,0,0.743
2015-01-05 01:00,2015-01-05 01:00,5.727,0.018,0,0.006,1.268,0,0,0.786
2015-01-05 02:00,2015-01-05 02:00,5.974,0.023,0,0.006,1.265,0,0,0.857
2015-01-05 03:00,2015-01-05 03:00,6.104,0.023,0,0.005,1.263,0,0,0.853
2015-01-05 04:00,2015-01-05 04:00,6.174,0.018,0,0.005,1.262,0,0,0.840
2015-01-05 05:00,2015-01-05 05:00,6.185,0.016,0,0.005,1.260,0,0,0.837
2015-01-05 06:00,2015-01-05 06:00,6.166,0.012,0,0.005,1.260,0,0,0.945
2015-01-05 07:00,2015-01-05 07:00,6.346,0.013,0,0.005,1.260,0,0,0.981
2015-01-05 08:00,2015-01-05 08:00,6.693,0.009,0,0.005,1.260,5.374,44.391,0.984
2015-01-05 09:00,2015-01-05 09:00,7.355,0.008,0,0.004,1.260,29.745,192.625,0.985
2015-01-05 10:00,2015-01-05 10:00,7.898,0.007,0,0.004,1.258,55.326,306.278,0.987
2015-01-05 11:00,2015-01-05 11:00,8.345,0.008,0,0.004,1.255,71.074,370.071,0.990
2015-01-05 12:00,2015-01-05 12:00,8.599,0.011,0,0.004,1.253,70.378,379.702,0.990
2015-01-05 13:00,2015-01-05 13:00,8.639,0.015,0,0.003,1.252,73.466,334.506,0.985
2015-01-05 14:00,2015-01-05 14:00,8.416,0.017,0,0.003,1.251,51.448,237.658,0.982
2015-01-05 15:00,2015-01-05 15:00,7.943,0.027,0,0.003,1.252,15.697,95.621,0.979
2015-01-05 16:00,2015-01-05 16:00,7.486,0.031,0,0.003,1.252,0.041,0.478,0.977
2015-01-05 17:00,2015-01-05 17:00,7.377,0.034,0,0.003,1.252,0,0,0.975
2015-01-05 18:00,2015-01-05 18:00,7.286,0.073,0,0.003,1.252,0,0,0.976
2015-01-05 19:00,2015-01-05 19:00,7.419,0.062,0,0.003,1.252,0,0,0.979
2015-01-05 20:00,2015-01-05 20:00,7.520,0.068,0,0.002,1.251,0,0,0.979
2015-01-05 21:00,2015-01-05 21:00,7.583,0.069,0,0.002,1.250,0,0,0.976
2015-01-05 22:00,2015-01-05 22:00,7.668,0.057,0,0.002,1.248,0,0,0.976
2015-01-05 23:00,2015-01-05 23:00,7.864,0.062,0,0.002,1.247,0,0,0.980
2015-01-06 00:00,2015-01-06 00:00,8.079,0.053,0,0.002,1.245,0,0,0.984
2015-01-06 01:00,2015-01-06 01:00,8.165,0.054,0,0.002,1.244,0,0,0.988
2015-01-06 02:00,2015-01-06 02:00,8.211,0.054,0,0.002,1.243,0,0,0.976
2015-01-06 03:00,2015-01-06 03:00,8.187,0.064,0,0.002,1.242,0,0,0.971
2015-01-06 04:00,2015-01-06 04:00,8.428,0.075,0,0.002,1.240,0,0,0.939
2015-01-06 05:00,2015-01-06 05:00,8.613,0.081,0,0.001,1.239,0,0,0.782
2015-01-06 06:00,2015-01-06 06:00,8.555,0.082,0,0.001,1.238,0,0,0.444
2015-01-06 07:00,2015-01-06 07:00,8.253,0.129,0,0.001,1.239,0,0,0.491
2015-01-06 08:00,2015-01-06 08:00,8.286,0.125,0,0.001,1.241,10.579,46.088,0.671
2015-01-06 09:00,2015-01-06 09:00,8.330,0.142,0,0.001,1.243,37.971,195.076,0.581
2015-01-06 10:00,2015-01-06 10:00,7.695,0.048,0,0.001,1.249,105.878,308.806,0.397
2015-01-06 11:00,2015-01-06 11:00,7.202,0.006,0,0.001,1.253,191.964,372.696,0.135
2015-01-06 12:00,2015-01-06 12:00,7.160,0.002,0,0.001,1.254,237.418,382.327,0.026
2015-01-06 13:00,2015-01-06 13:00,7.179,0.001,0,0.001,1.255,215.173,337.131,0.016
2015-01-06 14:00,2015-01-06 14:00,6.838,0.001,0,0.001,1.256,140.186,240.216,0.015
2015-01-06 15:00,2015-01-06 15:00,5.330,0.001,0,0.001,1.258,44.724,98.063,0.026
2015-01-06 16:00,2015-01-06 16:00,3.310,0.001,0,0.001,1.261,0.136,0.653,0.156
2015-01-06 17:00,2015-01-06 17:00,2.640,0,0,0.001,1.263,0,0,0.060
